rating_id,rating,z_score,category,binary_category
recording0.mp3,9.5,1.5398380248577892,good,good
recording1.mp3,9.25,1.1828733721031206,good,good
recording10.mp3,4.25,-0.9654642937168632,bad,bad
recording11.mp3,7.5,0.7079290919959903,good,good
recording12.mp3,6.75,0.8110680654102282,good,good
recording13.mp3,3.7142857142857144,-0.5085442397043843,okay,bad
recording14.mp3,3.75,-0.441303884567647,okay,bad
recording15.mp3,5.125,-0.05059468844180545,okay,bad
recording16.mp3,4.75,-0.6533562824915689,bad,bad
recording17.mp3,3.6,-0.9490996007020007,bad,bad
recording18.mp3,4.333333333333333,-0.5067155589213489,okay,bad
recording19.mp3,4.0,-0.4015524084810709,okay,bad
recording2.mp3,4.0,-1.1292158505012897,bad,bad
recording20.mp3,5.166666666666667,0.11807560760913009,okay,good
recording21.mp3,6.875,0.5856431713844783,good,good
recording22.mp3,5.25,-0.12765657157068602,okay,bad
recording23.mp3,6.714285714285714,0.7276215312962748,good,good
recording24.mp3,4.2,-0.30227299123856,okay,bad
recording25.mp3,3.5714285714285716,-0.9133695173095344,bad,bad
recording26.mp3,3.8,-0.9760523780939652,bad,bad
recording27.mp3,4.8,-0.008157769147890948,okay,good
recording28.mp3,7.0,0.952025981877289,good,good
recording29.mp3,6.25,0.23083432192373687,okay,good
recording3.mp3,9.0,1.4507487813355198,good,good
recording30.mp3,7.5,0.8372060667541331,good,good
recording31.mp3,8.166666666666666,1.076238010913836,good,good
recording32.mp3,7.166666666666667,0.7789614165002886,good,good
recording33.mp3,5.8,0.3316417669375206,okay,good
recording34.mp3,7.8,0.9047956284633661,good,good
recording35.mp3,8.25,1.629736715095023,good,good
recording36.mp3,6.857142857142857,0.5564783678105519,good,good
recording37.mp3,2.8,-1.0109700964271893,bad,bad
recording38.mp3,7.428571428571429,0.822832756472119,good,good
recording39.mp3,5.375,-0.2303914042001926,okay,bad
recording4.mp3,6.75,0.7958093556154481,good,good
recording40.mp3,4.166666666666667,-0.40718314858747945,okay,bad
recording41.mp3,5.5,0.2003130595697376,okay,good
recording42.mp3,5.888888888888889,0.08075371219245873,okay,good
recording43.mp3,4.222222222222222,-0.44426707857684733,okay,bad
recording44.mp3,4.25,-0.5469681434535538,okay,bad
recording45.mp3,6.0,0.19038210054436402,okay,good
recording46.mp3,6.0,0.04312303966839997,okay,good
recording47.mp3,5.416666666666667,-0.10024365270768776,okay,bad
recording48.mp3,6.833333333333333,0.708551425209985,good,good
recording49.mp3,4.857142857142857,0.029119184061202546,okay,good
recording5.mp3,3.5,-0.6987149147276965,bad,bad
recording50.mp3,3.2,-1.0078852445778488,bad,bad
recording51.mp3,4.25,-0.6033626505168164,okay,bad
recording52.mp3,7.0,0.9877768766889173,good,good
recording53.mp3,5.0,-0.2956824172119396,okay,bad
recording54.mp3,6.571428571428571,0.28082821686798926,okay,good
recording55.mp3,8.333333333333334,0.5603418957344914,good,good
recording56.mp3,3.125,-0.9324146243426849,bad,bad
recording57.mp3,6.375,0.4415661338957173,okay,good
recording58.mp3,4.285714285714286,-0.6704807332833536,bad,bad
recording59.mp3,4.5,-0.14864173891887383,okay,bad
recording6.mp3,3.1666666666666665,-1.0781597017245812,bad,bad
recording60.mp3,7.25,1.1476253618573231,good,good
recording61.mp3,5.25,-0.1701294364694597,okay,bad
recording62.mp3,7.666666666666667,0.8210276728404053,good,good
recording63.mp3,4.7,-0.18118058042923613,okay,bad
recording64.mp3,4.25,-0.4731005842574867,okay,bad
recording65.mp3,7.0,0.5623757896250533,good,good
recording66.mp3,6.769230769230769,0.49595683627924186,okay,good
recording67.mp3,4.0,-1.1084891292446444,bad,bad
recording68.mp3,5.222222222222222,0.05004744707745498,okay,good
recording69.mp3,5.5,-0.32697387213716433,okay,bad
recording7.mp3,6.75,0.5826394719641854,good,good
recording70.mp3,8.571428571428571,1.0625907042602887,good,good
recording71.mp3,8.285714285714286,1.1591322344456245,good,good
recording72.mp3,6.625,0.5131287881848166,good,good
recording73.mp3,3.0,-0.9965997815695276,bad,bad
recording74.mp3,4.6,-0.13504067425784932,okay,bad
recording75.mp3,5.0,-0.13344355689959114,okay,bad
recording76.mp3,5.375,-0.10306884597709662,okay,bad
recording77.mp3,6.769230769230769,0.2451655460385331,okay,good
recording78.mp3,2.4,-1.1660607365606712,bad,bad
recording79.mp3,2.4285714285714284,-1.4361033830758154,bad,bad
recording8.mp3,5.666666666666667,-0.28831290349800714,okay,bad
recording80.mp3,2.0,-1.599051717715535,bad,bad
recording81.mp3,1.1666666666666667,-1.707811273864899,bad,bad
recording82.mp3,2.0,-1.7303354805555349,bad,bad
recording83.mp3,8.0,1.0869434378016805,good,good
recording84.mp3,8.666666666666666,1.2879257968254374,good,good
recording85.mp3,3.8,-0.7913040466549386,bad,bad
recording86.mp3,7.0,0.49457952922442555,okay,good
recording87.mp3,3.0,-0.9007640519870218,bad,bad
recording9.mp3,4.0,-0.7707230685441557,bad,bad
